,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
1,298.15,298.1500097354128,298.15251249653306,298.48491204899415,316.4614245700443,316.7279482664041,316.73100784042833,316.73102831469794,316.7310284092024,316.7310284095419,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.73102840954283,316.7310284095419,316.73102840920234,316.7310283146979,316.7310078404283,316.7279482664041,316.4614245700443,298.48491204899415,298.15251249653306,298.1500097354128,298.15
2,298.15,298.15000579088314,298.15196869479655,298.5000988073531,320.24140090135967,320.5054018583747,320.50912021053836,320.50915014317064,320.50915030998067,320.50915031069314,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.5091503106955,320.50915031069314,320.5091503099807,320.50915014317064,320.50912021053824,320.5054018583747,320.24140090135967,298.5000988073531,298.15196869479655,298.15000579088314,298.15
3,298.15,298.15000353648634,298.15139433335634,298.43680272029974,318.9159658638872,319.17565669668653,319.17838307489586,319.178400443925,319.1784005229832,319.1784005232681,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.17840052326886,319.1784005232681,319.17840052298317,319.17840044392494,319.178383074896,319.17565669668653,318.91596586388715,298.43680272029974,298.15139433335634,298.15000353648634,298.15
4,298.15,298.1500014327117,298.15068125242914,298.31619603559375,312.8614424542361,313.01192574434106,313.0127981581983,313.01280174948283,313.01280176148816,313.01280176152176,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.0128017615218,313.01280176152176,313.0128017614881,313.01280174948283,313.0127981581983,313.01192574434106,312.8614424542361,298.31619603559375,298.15068125242914,298.1500014327117,298.15
5,298.15,298.1500003472728,298.1502024199654,298.21290192568034,305.57726575475004,305.6340375415343,305.63424990216896,305.6342504901625,305.6342504915913,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915945,305.6342504915913,305.6342504901625,305.63424990216896,305.6340375415343,305.57726575475004,298.21290192568034,298.1502024199654,298.1500003472728,298.15
6,298.15,298.15000005294837,298.15003688872434,298.1642913262412,300.39937428279984,300.41242749726456,300.4124634001735,300.412463472566,300.41246347269674,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269697,300.41246347269674,300.412463472566,300.4124634001735,300.41242749726456,300.39937428279984,298.1642913262412,298.15003688872434,298.15000005294837,298.15
7,298.15,298.15000000588145,298.15000480513265,298.15225996125264,298.60601605907686,298.6081073099276,298.60811183869924,298.608111845745,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.6081118457547,298.608111845745,298.60811183869924,298.6081073099276,298.60601605907686,298.15225996125264,298.15000480513265,298.15000000588145,298.15
8,298.15,298.1500000001035,298.15000010085276,298.15005793361547,298.1648427216748,298.16489682596546,298.16489692011726,298.1648969202345,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.16489692023464,298.1648969202345,298.16489692011726,298.16489682596546,298.1648427216748,298.15005793361547,298.15000010085276,298.1500000001035,298.15
9,298.15,298.15,298.1500000002184,298.1500001475022,298.1500454523178,298.15004559096997,298.1500455911724,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911728,298.1500455911724,298.15004559096997,298.1500454523178,298.1500001475022,298.1500000002184,298.15,298.15
10,298.15,298.15,298.15,298.1500000002823,298.1500001011143,298.15000010138164,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138203,298.15000010138164,298.1500001011143,298.1500000002823,298.15,298.15,298.15
11,298.15,298.15,298.15,298.15,298.15000000017244,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017295,298.15000000017244,298.15,298.15,298.15,298.15
12,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
13,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
14,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
16,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
17,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
18,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
19,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
20,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
21,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
22,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
23,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
24,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
25,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15,298.15
